,step,w,d_w_from_baseline,d_w_from_init,w_corr_with_baseline,w_autocorr,cos_sim_from_baseline,cos_sim_from_init,w_normed,d_w_from_baseline_normed,d_w_from_init_normed,L_compare_train,acc_compare_train,L_compare_test,acc_compare_test,epoch,batch_idx
0,0,14.847729682922363,14.835163116455078,0.0,110.41395568847656,0.0027726723346859217,0.5008454918861389,1.0,1.0,1.0,0.0,2.2008700370788574,0.13891667127609253,2.211101531982422,0.1264999955892563,0,0
