,step,d_w,d_w_rel_to_init,d_w_rel_to_norm,L_train,del_L_train,acc_train,del_acc_train,L_train_compare,acc_train_compare,L_test,del_L_test,acc_test,del_acc_test,L_test_compare,acc_test_compare,epoch,batch_idx
0,0,0.1484895944595337,8.28972551971674e-05,8.28972551971674e-05,2.46136212348938,0.0007312297821044922,0.0980166643857956,0.00041666626930236816,1.6399216651916504,0.9790999889373779,2.466285467147827,0.0006284713745117188,0.08829999715089798,-0.00010000169277191162,1.6354888677597046,0.9807000160217285,0,0
1,100,0.1492464244365692,0.0051801749505102634,0.005168447736650705,1.534520149230957,0.0005178451538085938,0.645716667175293,-0.0007166862487792969,1.3658850193023682,0.9945166707038879,1.5203516483306885,0.000331878662109375,0.6538000106811523,-0.000800013542175293,1.3517515659332275,0.9926999807357788,0,100
2,200,0.15092609822750092,0.01649283990263939,0.01636403612792492,1.0719199180603027,-0.00012242794036865234,0.7747166752815247,-6.663799285888672e-05,0.9336993098258972,0.9966999888420105,1.0498567819595337,-0.0002690553665161133,0.7832000255584717,0.00020003318786621094,0.9152219891548157,0.9962999820709229,0,200
3,300,0.15292811393737793,0.029976489022374153,0.029577912762761116,0.8395839929580688,-0.0005791187286376953,0.8182333111763,-0.00043332576751708984,0.7007913589477539,0.9971833229064941,0.8165276646614075,-0.0006645917892456055,0.8238000273704529,0.0003000497817993164,0.6817249655723572,0.9970999956130981,0,300
4,400,0.15441468358039856,0.03998859226703644,0.039270177483558655,0.7136602401733398,-0.0005390048027038574,0.839033305644989,-0.00013333559036254883,0.5733264684677124,0.9977333545684814,0.6903881430625916,-0.0006274580955505371,0.8442999720573425,0.0003999471664428711,0.5559892058372498,0.9973000288009644,0,400
5,500,0.15517154335975647,0.04508607089519501,0.04408932104706764,0.6329583525657654,-0.000338137149810791,0.848966658115387,0.00010001659393310547,0.48626893758773804,0.9986333250999451,0.610345721244812,-0.00037848949432373047,0.85589998960495,-0.00010001659393310547,0.4701702296733856,0.9993000030517578,0,500
6,600,0.15579746663570404,0.04930168762803078,0.048036668449640274,0.579150915145874,-0.00013780593872070312,0.8578333258628845,0.00010001659393310547,0.4314272999763489,0.9987499713897705,0.5572416186332703,-0.00016260147094726562,0.8634999990463257,0.00010001659393310547,0.4168933033943176,0.9988999962806702,0,600
7,700,0.15646517276763916,0.05379871279001236,0.052247751504182816,0.5393110513687134,-6.371736526489258e-05,0.864883303642273,0.00011664628982543945,0.39047572016716003,0.9986333250999451,0.5177855491638184,-8.338689804077148e-05,0.8723999857902527,-0.0006000399589538574,0.3759729862213135,0.9991000294685364,0,700
8,800,0.157208651304245,0.05880606546998024,0.05694090202450752,0.5078370571136475,-2.2292137145996094e-05,0.8706499934196472,1.6689300537109375e-05,0.35877227783203125,0.9989833235740662,0.48748135566711426,-2.8520822525024414e-05,0.8787000179290771,0.000299990177154541,0.3454534113407135,0.9994000196456909,0,800
9,900,0.15768158435821533,0.061991289258003235,0.05986592918634415,0.48317185044288635,-7.62939453125e-06,0.8746833205223083,0.0001499652862548828,0.33223989605903625,0.9989833235740662,0.46277108788490295,-9.953975677490234e-06,0.8824999928474426,0.00019997358322143555,0.31944596767425537,0.9995999932289124,0,900
10,1000,0.15829478204250336,0.06612119823694229,0.06370212137699127,0.4649460017681122,-1.233816146850586e-05,0.8774833083152771,0.0,0.31312406063079834,0.9992166757583618,0.4446547329425812,-1.6093254089355469e-06,0.8858000040054321,0.00020003318786621094,0.3011714518070221,0.9994000196456909,1,62
11,1100,0.1587948054075241,0.06948887556791306,0.066795215010643,0.44926828145980835,1.2427568435668945e-05,0.8809999823570251,5.0008296966552734e-05,0.29514771699905396,0.9991833567619324,0.4286201298236847,1.9490718841552734e-05,0.8889999985694885,0.0004000067710876465,0.2829471230506897,0.9986000061035156,1,162
12,1200,0.1593378484249115,0.073146291077137,0.07016150653362274,0.43509727716445923,2.008676528930664e-05,0.8841000199317932,0.00010001659393310547,0.2817423939704895,0.9994000196456909,0.41532573103904724,3.0428171157836914e-05,0.8919000029563904,0.000299990177154541,0.2698403000831604,0.9993000030517578,1,262
13,1300,0.15983764827251434,0.07651245594024658,0.07324878871440887,0.4226395785808563,2.1249055862426758e-05,0.8866333365440369,-0.00011664628982543945,0.2695862650871277,0.9992333054542542,0.40328603982925415,2.4884939193725586e-05,0.8942000269889832,0.0,0.2583250105381012,0.9995999932289124,1,362
14,1400,0.16034778952598572,0.07994827628135681,0.07640537619590759,0.4131208658218384,4.1365623474121094e-05,0.8886666893959045,5.0008296966552734e-05,0.26013174653053284,0.9993333220481873,0.39431142807006836,4.8279762268066406e-05,0.8967999815940857,-0.000299990177154541,0.2491825968027115,0.9986000061035156,1,462
15,1500,0.1608361303806305,0.08323727548122406,0.07940678298473358,0.4037924110889435,5.0187110900878906e-05,0.8898500204086304,-3.331899642944336e-05,0.2502153515815735,0.9993166923522949,0.38578230142593384,5.906820297241211e-05,0.8980000019073486,0.000299990177154541,0.23954877257347107,0.9994999766349792,1,562
16,1600,0.16130180656909943,0.08637361973524094,0.08226461708545685,0.3939063549041748,4.354119300842285e-05,0.8922666907310486,0.0,0.24112409353256226,0.9993000030517578,0.3753700852394104,6.470084190368652e-05,0.8996000289916992,-0.000299990177154541,0.23072907328605652,0.9994000196456909,1,662
17,1700,0.16185353696346283,0.09008954465389252,0.08566811680793762,0.38814446330070496,4.89652156829834e-05,0.893583357334137,-0.00011664628982543945,0.23465418815612793,0.9994166493415833,0.3710245192050934,6.48200511932373e-05,0.9014999866485596,9.995698928833008e-05,0.22515417635440826,0.9995999932289124,1,762
18,1800,0.16233764588832855,0.09335003793239594,0.08863554149866104,0.38123273849487305,4.7326087951660156e-05,0.8959833383560181,1.6689300537109375e-05,0.22775723040103912,0.9993666410446167,0.3636890947818756,6.330013275146484e-05,0.9020000100135803,-0.00010001659393310547,0.21772849559783936,0.9988999962806702,1,862
19,1900,0.16287797689437866,0.09698918461799622,0.0919555127620697,0.37404587864875793,6.008148193359375e-05,0.8967999815940857,-3.337860107421875e-05,0.2203063815832138,0.9993500113487244,0.3574904799461365,8.726119995117188e-05,0.9035000205039978,-0.0004999637603759766,0.2108662873506546,0.9994000196456909,2,24
20,2000,0.16338957846164703,0.10043483972549438,0.0950913280248642,0.36837223172187805,5.951523780822754e-05,0.897933304309845,-3.337860107421875e-05,0.21500049531459808,0.9994999766349792,0.352070689201355,7.888674736022949e-05,0.9072999954223633,0.0004000067710876465,0.2059788852930069,0.9991999864578247,2,124
21,2100,0.16390708088874817,0.10392023622989655,0.09826217591762543,0.3632381558418274,7.295608520507812e-05,0.8998666405677795,3.331899642944336e-05,0.2104852795600891,0.9991499781608582,0.3475008010864258,9.006261825561523e-05,0.9071000218391418,0.0,0.20120203495025635,0.9994999766349792,2,224
22,2200,0.1643945872783661,0.10720361024141312,0.1012456864118576,0.35909831523895264,7.480382919311523e-05,0.9001333117485046,-3.337860107421875e-05,0.20776055753231049,0.9992333054542542,0.3426828384399414,0.0001036524772644043,0.9089999794960022,-0.0003000497817993164,0.1983965039253235,0.9994999766349792,2,324
23,2300,0.16479606926441193,0.1099076047539711,0.1036829724907875,0.3541000187397003,7.140636444091797e-05,0.9010166525840759,-5.0008296966552734e-05,0.20268580317497253,0.9993000030517578,0.33893439173698425,9.670853614807129e-05,0.9096999764442444,0.0,0.1931348741054535,0.9994000196456909,2,424
24,2400,0.1652175933122635,0.11274658888578415,0.10623772442340851,0.35090872645378113,5.9276819229125977e-05,0.9022666811943054,6.669759750366211e-05,0.19954407215118408,0.9993666410446167,0.33611297607421875,9.238719940185547e-05,0.9089000225067139,-0.00019997358322143555,0.19027863442897797,0.9994999766349792,2,524
25,2500,0.16579550504684448,0.11663884669542313,0.10978587716817856,0.3457386791706085,8.022785186767578e-05,0.9034500122070312,3.331899642944336e-05,0.19548942148685455,0.9993833303451538,0.33070796728134155,0.00012096762657165527,0.9103000164031982,-0.00019997358322143555,0.1865072399377823,0.9991999864578247,2,624
26,2600,0.16597875952720642,0.11787307262420654,0.11083921045064926,0.34300607442855835,6.511807441711426e-05,0.9041500091552734,-1.6629695892333984e-05,0.19335582852363586,0.9995166659355164,0.3275599777698517,0.00011089444160461426,0.9125000238418579,0.00020003318786621094,0.18438319861888885,0.9993000030517578,2,724
