,step,w,d_w_from_baseline,d_w_from_init,w_corr_with_baseline,w_autocorr,cos_sim_from_baseline,cos_sim_from_init,w_normed,d_w_from_baseline_normed,d_w_from_init_normed,L_compare_train,acc_compare_train,L_compare_test,acc_compare_test,epoch,batch_idx
0,0,14.847729682922363,14.847729682922363,0.0,110.22757720947266,0.002772671403363347,0.5000000596046448,0.9999998807907104,1.0,1.0,0.0,2.13063645362854,0.5573833584785461,2.1308164596557617,0.5529000163078308,0,0
