,step,w,d_w_from_baseline,d_w_from_init,w_corr_with_baseline,w_autocorr,cos_sim_from_baseline,cos_sim_from_init,w_normed,d_w_from_baseline_normed,d_w_from_init_normed,L_compare_train,acc_compare_train,L_compare_test,acc_compare_test,epoch,batch_idx
0,0,14.847729682922363,14.835176467895508,0.0,110.41395568847656,0.0027726737316697836,0.5008453130722046,0.9999998807907104,1.0,1.0,0.0,2.2496256828308105,0.10791666805744171,2.2503602504730225,0.11129999905824661,0,0
