,step,w,d_w_from_baseline,d_w_from_init,w_corr_with_baseline,w_autocorr,cos_sim_from_baseline,cos_sim_from_init,w_normed,d_w_from_baseline_normed,d_w_from_init_normed,L_compare_train,acc_compare_train,L_compare_test,acc_compare_test,epoch,batch_idx
0,0,14.84772777557373,1.4702908992767334,0.0,219.37420654296875,0.002772671403363347,0.9950970411300659,1.0,1.0,1.0,0.0,1.6493618488311768,0.8667333126068115,1.644329309463501,0.8664000034332275,0,0
