,step,w,d_w_from_baseline,d_w_from_init,w_corr_with_baseline,w_autocorr,cos_sim_from_baseline,cos_sim_from_init,w_normed,d_w_from_baseline_normed,d_w_from_init_normed,L_compare_train,acc_compare_train,L_compare_test,acc_compare_test,epoch,batch_idx
0,0,14.84772777557373,14.835166931152344,0.0,110.41395568847656,0.002772671403363347,0.5008454918861389,0.9999999403953552,1.0,1.0,0.0,2.294161796569824,0.13521666824817657,2.282938241958618,0.14640000462532043,0,0
