,step,d_w,d_w_rel_to_init,d_w_rel_to_norm,L_train,del_L_train,acc_train,del_acc_train,L_train_compare,acc_train_compare,L_test,del_L_test,acc_test,del_acc_test,L_test_compare,acc_test_compare,epoch,batch_idx
0,0,0.014499733224511147,-0.02343766577541828,-0.02343766577541828,2.4605631828308105,-6.771087646484375e-05,0.09756666421890259,-3.333389759063721e-05,1.6392983198165894,0.9977666735649109,2.4655747413635254,-8.225440979003906e-05,0.08799999952316284,-0.00039999932050704956,1.6350303888320923,0.9977999925613403,0,0
1,100,0.01549519319087267,0.04360692575573921,0.04350820183753967,1.5339486598968506,-5.364418029785156e-05,0.6460833549499512,-0.00034999847412109375,1.365882158279419,0.998533308506012,1.5199706554412842,-4.9114227294921875e-05,0.6546000242233276,0.0,1.3518075942993164,0.9980999827384949,0,100
2,200,0.0161930900067091,0.09061053395271301,0.08990290015935898,1.07223379611969,0.0001914501190185547,0.7748000025749207,1.6689300537109375e-05,0.9341044425964355,0.9988333582878113,1.0503003597259521,0.00017452239990234375,0.782800018787384,-0.00019997358322143555,0.9157768487930298,0.9988999962806702,0,200
3,300,0.01647321507334709,0.10947705805301666,0.10802141577005386,0.8402922749519348,0.00012916326522827148,0.8186833262443542,1.6689300537109375e-05,0.7016602754592896,0.9994500279426575,0.8173313140869141,0.00013905763626098633,0.8234000205993652,-9.995698928833008e-05,0.6827628016471863,0.9995999932289124,0,300
4,400,0.016815321519970894,0.13251805305480957,0.13013729453086853,0.7142645120620728,6.526708602905273e-05,0.8390833139419556,-8.33272933959961e-05,0.5740444660186768,0.9996333122253418,0.6910777688026428,6.216764450073242e-05,0.8439000248908997,0.0,0.5567879676818848,0.9995999932289124,0,400
5,500,0.017177989706397057,0.1569438874721527,0.15347421169281006,0.6333296298980713,3.314018249511719e-05,0.8488500118255615,-1.6629695892333984e-05,0.4866792559623718,0.9997333288192749,0.6107526421546936,2.8431415557861328e-05,0.8562999963760376,0.000299990177154541,0.4705820381641388,0.9994999766349792,0,500
6,600,0.017545608803629875,0.18170316517353058,0.17704088985919952,0.5793101787567139,2.1457672119140625e-05,0.8577333092689514,0.0,0.4316006898880005,0.9995999932289124,0.5574222803115845,1.806020736694336e-05,0.8633999824523926,0.0,0.41704297065734863,0.9995999932289124,0,600
7,700,0.01793980598449707,0.20825248956680298,0.20224878191947937,0.5393828749656677,8.106231689453125e-06,0.8648666739463806,0.00010001659393310547,0.3905507028102875,0.9997000098228455,0.517875075340271,6.139278411865234e-06,0.8729000091552734,-0.00010001659393310547,0.37603485584259033,0.9998999834060669,0,700
8,800,0.01818958669900894,0.22507531940937042,0.21793654561042786,0.5078712701797485,1.1920928955078125e-05,0.8707000017166138,6.669759750366211e-05,0.35876208543777466,0.9996833205223083,0.4875192940235138,9.417533874511719e-06,0.8784000277519226,0.0,0.34542790055274963,0.9998999834060669,0,800
9,900,0.018483111634850502,0.24484433233737946,0.23644986748695374,0.48318520188331604,5.7220458984375e-06,0.8745999932289124,6.663799285888672e-05,0.33223918080329895,0.9998000264167786,0.462781697511673,6.556510925292969e-07,0.8823999762535095,9.995698928833008e-05,0.31942257285118103,0.9998999834060669,0,900
10,1000,0.018549511209130287,0.24931636452674866,0.24019497632980347,0.46495571732521057,-2.6226043701171875e-06,0.8775333166122437,5.0008296966552734e-05,0.3130975663661957,0.9998166561126709,0.4446505010128021,-5.841255187988281e-06,0.885699987411499,0.00010001659393310547,0.30113428831100464,0.9998999834060669,1,62
11,1100,0.018761785700917244,0.26361313462257385,0.2533944547176361,0.4492596983909607,3.844499588012695e-06,0.8809499740600586,0.0,0.2951280474662781,0.9997666478157043,0.42860108613967896,4.470348358154297e-07,0.888700008392334,0.00010001659393310547,0.2828967869281769,0.9998000264167786,1,162
