,step,w,d_w_from_baseline,d_w_from_init,w_corr_with_baseline,w_autocorr,cos_sim_from_baseline,cos_sim_from_init,w_normed,d_w_from_baseline_normed,d_w_from_init_normed,L_compare_train,acc_compare_train,L_compare_test,acc_compare_test,epoch,batch_idx
0,0,14.847721099853516,0.13399013876914978,0.0,220.44610595703125,0.0027726711705327034,0.9999593496322632,1.0,1.0,1.0,0.0,1.637366533279419,0.9889833331108093,1.6331558227539062,0.9897000193595886,0,0
