,step,d_w,d_w_rel_to_init,d_w_rel_to_norm,L_train,del_L_train,acc_train,del_acc_train,L_train_compare,acc_train_compare,L_test,del_L_test,acc_test,del_acc_test,L_test_compare,acc_test_compare,epoch,batch_idx
0,0,0.1484895497560501,8.259617607109249e-05,8.259617607109249e-05,2.4599344730377197,-0.0006964206695556641,0.09743333607912064,-0.0001666620373725891,1.6439619064331055,0.9762833118438721,2.464815855026245,-0.0008411407470703125,0.08820000290870667,-0.00019999593496322632,1.6396114826202393,0.9768000245094299,0,0
1,100,0.1495644897222519,0.007322356570512056,0.007305779494345188,1.5337142944335938,-0.0002880096435546875,0.6464333534240723,0.0,1.3658387660980225,0.9941999912261963,1.5196558237075806,-0.00036394596099853516,0.6538000106811523,-0.000800013542175293,1.351735234260559,0.993399977684021,0,100
2,200,0.15076066553592682,0.015378644689917564,0.015258543193340302,1.0723435878753662,0.0003012418746948242,0.7749333381652832,0.0001500248908996582,0.9342638254165649,0.9967833161354065,1.050338864326477,0.0002130270004272461,0.78329998254776,0.000299990177154541,0.9159079790115356,0.9968000054359436,0,200
3,300,0.15186375379562378,0.022807985544204712,0.022504722699522972,0.8402872681617737,0.00012415647506713867,0.8187666535377502,0.00010001659393310547,0.7016893029212952,0.9981666803359985,0.8172711133956909,7.88569450378418e-05,0.8238000273704529,0.0003000497817993164,0.6827971935272217,0.9975000023841858,0,300
4,400,0.15281306207180023,0.029201611876487732,0.028676992282271385,0.714256227016449,5.698204040527344e-05,0.8390833139419556,-8.33272933959961e-05,0.5740064978599548,0.9986166954040527,0.6910214424133301,5.841255187988281e-06,0.8440999984741211,0.00019997358322143555,0.5567342042922974,0.9980999827384949,0,400
5,500,0.15367700159549713,0.03502027690410614,0.0342460572719574,0.6333455443382263,4.9054622650146484e-05,0.8487666845321655,-9.995698928833008e-05,0.4866545796394348,0.9989333152770996,0.6107178926467896,-6.318092346191406e-06,0.8561999797821045,0.00019997358322143555,0.47056323289871216,0.9983000159263611,0,500
6,600,0.15438078343868256,0.039760272949934006,0.03874007612466812,0.5792960524559021,7.331371307373047e-06,0.857699990272522,-3.331899642944336e-05,0.4315231740474701,0.9990166425704956,0.5573657751083374,-3.844499588012695e-05,0.8636999726295471,0.000299990177154541,0.41696107387542725,0.9984999895095825,0,600
7,700,0.1550951898097992,0.04457182437181473,0.04328686743974686,0.5393595099449158,-1.52587890625e-05,0.8647833466529846,1.6689300537109375e-05,0.3904373347759247,0.9988499879837036,0.5178101062774658,-5.882978439331055e-05,0.8726999759674072,-0.0003000497817993164,0.37590548396110535,0.9994000196456909,0,700
8,800,0.15573763847351074,0.048898741602897644,0.04734781011939049,0.50783771276474,-2.1636486053466797e-05,0.8706833124160767,5.0008296966552734e-05,0.35866156220436096,0.9991333484649658,0.48746493458747864,-4.494190216064453e-05,0.8784000277519226,0.0,0.34532269835472107,0.9994999766349792,0,800
9,900,0.15632179379463196,0.05283305048942566,0.051021676510572433,0.4831524193286896,-2.7060508728027344e-05,0.8745666742324829,3.331899642944336e-05,0.33213919401168823,0.9993500113487244,0.46271586418151855,-6.517767906188965e-05,0.8823999762535095,9.995698928833008e-05,0.31932100653648376,0.9994000196456909,0,900
