,step,w,d_w_from_baseline,d_w_from_init,w_corr_with_baseline,w_autocorr,cos_sim_from_baseline,cos_sim_from_init,w_normed,d_w_from_baseline_normed,d_w_from_init_normed,L_compare_train,acc_compare_train,L_compare_test,acc_compare_test,epoch,batch_idx
0,0,14.847725868225098,14.835165023803711,0.0,110.41395568847656,0.0027726709377020597,0.5008455514907837,0.9999999403953552,1.0,1.0,0.0,2.2215702533721924,0.24944999814033508,2.2100892066955566,0.24969999492168427,0,0
